,user,movie_recommendation
327,327,"['Toy Story 2 ', 'Toy, The ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
328,328,"['Toy Story 2 ', 'Toy, The ', 'Toy Soldiers ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Love Story ', 'Epic ', 'Watership Down ']"
329,329,"['Toy Story 2 ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ']"
330,330,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio 2 ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ']"
331,331,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
332,332,"['Fun ', 'Christmas Story, A ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Valiant ', 'Inside Out ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ', 'Watership Down ']"
333,333,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ']"
334,334,"['Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Girls Just Want to Have Fun ', 'Epic ']"
335,335,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', ""Kid's Story "", 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio ']"
336,336,"['Toy, The ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ']"
337,337,"['Fun ', 'Wild, The ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Love Story ', 'Epic ', 'Watership Down ', 'Halloweentown ', 'Gnomeo & Juliet ', 'Minions ', 'FairyTale: A True Story ', 'Land Before Time, The ']"
338,338,"['Toy, The ', 'Fun ', 'In Search of the Castaways ', 'Home ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Love Story ']"
339,339,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Love Story ']"
340,340,"['Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Rio 2 ', 'Shrek the Third ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ', 'Watership Down ']"
341,341,"['Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Madagascar ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
342,342,"['Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Moana ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Love Story ', 'Watership Down ']"
343,343,"['Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
344,344,"['NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ']"
345,345,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ']"
346,346,"['Toy Story 2 ', 'Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'G.I. Joe: The Movie ']"
347,347,"['Fun ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Girls Just Want to Have Fun ', 'Epic ', 'Watership Down ', 'Halloweentown ']"
348,348,"['Toy Story 2 ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ']"
349,349,"['Toy, The ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ']"
350,350,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ']"
351,351,"['Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Love Story ', 'Epic ']"
352,352,"['Toy, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
353,353,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'Home ', 'Turbo ', 'Moana ', 'NeverEnding Story III, The ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Girls Just Want to Have Fun ', 'Epic ']"
354,354,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Goonies, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
355,355,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Girls Just Want to Have Fun ', 'Epic ', 'Watership Down ']"
356,356,"['Toy Soldiers ', 'Wild, The ', 'Home ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Watership Down ', 'Halloweentown ']"
357,357,"['Fun ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Girls Just Want to Have Fun ', 'Epic ']"
358,358,"['Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
359,359,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
360,360,"['Toy Story 2 ', 'Toy Story 3 ', 'Fun ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Enchanted ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'Tale of Despereaux, The ', 'Love Story ', 'Watership Down ']"
361,361,"['Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
362,362,"['Toy Story 2 ', 'Toy, The ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ']"
363,363,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Straight Story, The ']"
364,364,"['Toy Soldiers ', 'Wild, The ', 'Home ', ""We're Back! A Dinosaur's Story "", 'Goonies, The ', 'NeverEnding Story III, The ', 'Valiant ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Straight Story, The ', 'Love Story ', 'Epic ', 'Watership Down ', 'Halloweentown ', 'Antz ']"
365,365,"['Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
366,366,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Watership Down ']"
367,367,"['Fun ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Girls Just Want to Have Fun ']"
368,368,"['Toy Story 3 ', 'Toy, The ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Robots ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ']"
369,369,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Straight Story, The ']"
370,370,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ']"
371,371,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
372,372,"['Fun ', 'Christmas Story, A ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ', 'Watership Down ']"
373,373,"['Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'Shrek the Third ']"
374,374,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'NeverEnding Story II: The Next Chapter, The ', 'Straight Story, The ']"
375,375,"['Toy, The ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
376,376,"['Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', ""We're Back! A Dinosaur's Story "", 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Love Story ', 'Girls Just Want to Have Fun ']"
377,377,"['Toy Story 2 ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
378,378,"['Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Shrek ', 'Moana ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Valiant ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
379,379,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Girls Just Want to Have Fun ']"
380,380,"['Toy Story 2 ', 'Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ']"
381,381,"['Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ']"
382,382,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'A Story of Children and Film ', 'Madagascar ', 'Rio ', 'Straight Story, The ', 'Girls Just Want to Have Fun ']"
383,383,"['Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', ""Kid's Story "", 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ']"
384,384,"['Toy Story 2 ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Goonies, The ', 'Enchanted ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ']"
385,385,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Moana ', 'Goonies, The ', 'Enchanted ', ""Kid's Story "", 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Madagascar ']"
386,386,"['Toy Story 2 ', 'Toy Story 3 ', 'Toy, The ', 'Fun ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ']"
387,387,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
388,388,"['Toy, The ', 'NeverEnding Story, The ', 'Wild, The ', 'Home ', 'Shrek ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Watership Down ']"
